Survey_wave,Location,Survey_date,Weather,Time,Period,Direction,Number_of_private_cycles,Number_of_cycle_hire_bikes,Total_cycles,Year,cycling_id
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1245 - 1300,Inter-peak (10:00-16:00),Southbound,8,0,8,2014,348
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1300 - 1315,Inter-peak (10:00-16:00),Southbound,14,0,14,2014,349
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1315 - 1330,Inter-peak (10:00-16:00),Southbound,9,0,9,2014,350
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1330 - 1345,Inter-peak (10:00-16:00),Southbound,7,0,7,2014,351
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1345 - 1400,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,352
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1400 - 1415,Inter-peak (10:00-16:00),Southbound,3,0,3,2014,353
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1415 - 1430,Inter-peak (10:00-16:00),Southbound,0,0,0,2014,354
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1430 - 1445,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,355
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1445 - 1500,Inter-peak (10:00-16:00),Southbound,1,1,2,2014,356
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1500 - 1515,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,357
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1515 - 1530,Inter-peak (10:00-16:00),Southbound,0,0,0,2014,358
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1530 - 1545,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,359
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1545 - 1600,Inter-peak (10:00-16:00),Southbound,9,0,9,2014,360
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1600 - 1615,PM peak (16:00-19:00),Southbound,13,2,15,2014,361
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1615 - 1630,PM peak (16:00-19:00),Southbound,19,1,20,2014,362
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1630 - 1645,PM peak (16:00-19:00),Southbound,15,2,17,2014,363
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1645 - 1700,PM peak (16:00-19:00),Southbound,20,0,20,2014,364
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1700 - 1715,PM peak (16:00-19:00),Southbound,47,2,49,2014,365
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1715 - 1730,PM peak (16:00-19:00),Southbound,59,6,65,2014,366
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1730 - 1745,PM peak (16:00-19:00),Southbound,64,8,72,2014,367
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1745 - 1800,PM peak (16:00-19:00),Southbound,75,7,82,2014,368
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1800 - 1815,PM peak (16:00-19:00),Southbound,79,7,86,2014,369
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1815 - 1830,PM peak (16:00-19:00),Southbound,96,11,107,2014,370
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1830 - 1845,PM peak (16:00-19:00),Southbound,75,10,85,2014,371
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1845 - 1900,PM peak (16:00-19:00),Southbound,68,5,73,2014,372
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1900 - 1915,Evening (19:00-22:00),Southbound,44,4,48,2014,373
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1915 - 1930,Evening (19:00-22:00),Southbound,41,0,41,2014,374
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1930 - 1945,Evening (19:00-22:00),Southbound,30,1,31,2014,375
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1945 - 2000,Evening (19:00-22:00),Southbound,31,0,31,2014,376
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2000 - 2015,Evening (19:00-22:00),Southbound,19,0,19,2014,377
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2015 - 2030,Evening (19:00-22:00),Southbound,16,1,17,2014,378
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2030 - 2045,Evening (19:00-22:00),Southbound,10,0,10,2014,379
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2045 - 2100,Evening (19:00-22:00),Southbound,12,0,12,2014,380
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2100 - 2115,Evening (19:00-22:00),Southbound,19,0,19,2014,381
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2115 - 2130,Evening (19:00-22:00),Southbound,11,0,11,2014,382
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2130 - 2145,Evening (19:00-22:00),Southbound,4,0,4,2014,383
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2145 - 2200,Evening (19:00-22:00),Southbound,1,0,1,2014,384
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0600 - 0615,Early Morning (06:00-07:00),Northbound,10,0,10,2014,385
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0615 - 0630,Early Morning (06:00-07:00),Northbound,7,0,7,2014,386
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0630 - 0645,Early Morning (06:00-07:00),Northbound,12,0,12,2014,387
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0645 - 0700,Early Morning (06:00-07:00),Northbound,27,1,28,2014,388
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0700 - 0715,AM peak (07:00-10:00),Northbound,32,3,35,2014,389
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0715 - 0730,AM peak (07:00-10:00),Northbound,39,4,43,2014,390
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0730 - 0745,AM peak (07:00-10:00),Northbound,44,5,49,2014,391
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0745 - 0800,AM peak (07:00-10:00),Northbound,59,1,60,2014,392
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0800 - 0815,AM peak (07:00-10:00),Northbound,90,3,93,2014,393
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0815 - 0830,AM peak (07:00-10:00),Northbound,110,5,115,2014,394
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0830 - 0845,AM peak (07:00-10:00),Northbound,109,3,112,2014,395
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0845 - 0900,AM peak (07:00-10:00),Northbound,97,2,99,2014,396
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0900 - 0915,AM peak (07:00-10:00),Northbound,80,2,82,2014,397
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0915 - 0930,AM peak (07:00-10:00),Northbound,57,1,58,2014,398
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0930 - 0945,AM peak (07:00-10:00),Northbound,30,2,32,2014,399
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0945 - 1000,AM peak (07:00-10:00),Northbound,24,1,25,2014,400
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1000 - 1015,Inter-peak (10:00-16:00),Northbound,9,0,9,2014,401
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1015 - 1030,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,402
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1030 - 1045,Inter-peak (10:00-16:00),Northbound,5,0,5,2014,403
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1045 - 1100,Inter-peak (10:00-16:00),Northbound,22,4,26,2014,404
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1100 - 1115,Inter-peak (10:00-16:00),Northbound,1,0,1,2014,405
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1115 - 1130,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,406
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1130 - 1145,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,407
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1145 - 1200,Inter-peak (10:00-16:00),Northbound,2,1,3,2014,408
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1200 - 1215,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,409
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1215 - 1230,Inter-peak (10:00-16:00),Northbound,3,1,4,2014,410
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1230 - 1245,Inter-peak (10:00-16:00),Northbound,5,1,6,2014,411
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1245 - 1300,Inter-peak (10:00-16:00),Northbound,6,0,6,2014,412
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1300 - 1315,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,413
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1315 - 1330,Inter-peak (10:00-16:00),Northbound,2,1,3,2014,414
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1330 - 1345,Inter-peak (10:00-16:00),Northbound,7,1,8,2014,415
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1345 - 1400,Inter-peak (10:00-16:00),Northbound,6,1,7,2014,416
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1400 - 1415,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,417
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1415 - 1430,Inter-peak (10:00-16:00),Northbound,5,1,6,2014,418
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1430 - 1445,Inter-peak (10:00-16:00),Northbound,2,0,2,2014,419
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1445 - 1500,Inter-peak (10:00-16:00),Northbound,2,0,2,2014,420
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1500 - 1515,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,421
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1515 - 1530,Inter-peak (10:00-16:00),Northbound,1,0,1,2014,422
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1530 - 1545,Inter-peak (10:00-16:00),Northbound,2,0,2,2014,423
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1545 - 1600,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,424
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1600 - 1615,PM peak (16:00-19:00),Northbound,6,0,6,2014,425
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1615 - 1630,PM peak (16:00-19:00),Northbound,6,0,6,2014,426
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1630 - 1645,PM peak (16:00-19:00),Northbound,5,1,6,2014,427
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1645 - 1700,PM peak (16:00-19:00),Northbound,2,2,4,2014,428
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1700 - 1715,PM peak (16:00-19:00),Northbound,7,0,7,2014,429
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1715 - 1730,PM peak (16:00-19:00),Northbound,4,2,6,2014,430
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1730 - 1745,PM peak (16:00-19:00),Northbound,11,1,12,2014,431
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1745 - 1800,PM peak (16:00-19:00),Northbound,6,2,8,2014,432
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1800 - 1815,PM peak (16:00-19:00),Northbound,5,0,5,2014,433
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1815 - 1830,PM peak (16:00-19:00),Northbound,9,1,10,2014,434
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1830 - 1845,PM peak (16:00-19:00),Northbound,15,1,16,2014,435
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1845 - 1900,PM peak (16:00-19:00),Northbound,3,0,3,2014,436
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1900 - 1915,Evening (19:00-22:00),Northbound,6,1,7,2014,437
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1915 - 1930,Evening (19:00-22:00),Northbound,5,0,5,2014,438
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1930 - 1945,Evening (19:00-22:00),Northbound,1,0,1,2014,439
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1945 - 2000,Evening (19:00-22:00),Northbound,2,0,2,2014,440
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2000 - 2015,Evening (19:00-22:00),Northbound,2,0,2,2014,441
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2015 - 2030,Evening (19:00-22:00),Northbound,3,0,3,2014,442
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2030 - 2045,Evening (19:00-22:00),Northbound,0,1,1,2014,443
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2045 - 2100,Evening (19:00-22:00),Northbound,2,0,2,2014,444
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2100 - 2115,Evening (19:00-22:00),Northbound,2,0,2,2014,445
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2115 - 2130,Evening (19:00-22:00),Northbound,3,0,3,2014,446
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2130 - 2145,Evening (19:00-22:00),Northbound,2,0,2,2014,447
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2145 - 2200,Evening (19:00-22:00),Northbound,3,0,3,2014,448
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0600 - 0615,Early Morning (06:00-07:00),Southbound,5,0,5,2014,449
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0615 - 0630,Early Morning (06:00-07:00),Southbound,1,0,1,2014,450
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0630 - 0645,Early Morning (06:00-07:00),Southbound,0,0,0,2014,451
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0645 - 0700,Early Morning (06:00-07:00),Southbound,2,0,2,2014,452
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0700 - 0715,AM peak (07:00-10:00),Southbound,1,0,1,2014,453
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0715 - 0730,AM peak (07:00-10:00),Southbound,1,1,2,2014,454
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0730 - 0745,AM peak (07:00-10:00),Southbound,6,0,6,2014,455
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0745 - 0800,AM peak (07:00-10:00),Southbound,5,0,5,2014,456
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0800 - 0815,AM peak (07:00-10:00),Southbound,6,1,7,2014,457
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0815 - 0830,AM peak (07:00-10:00),Southbound,10,2,12,2014,458
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0830 - 0845,AM peak (07:00-10:00),Southbound,14,0,14,2014,459
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0845 - 0900,AM peak (07:00-10:00),Southbound,21,2,23,2014,460
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,0900 - 0915,AM peak (07:00-10:00),Southbound,6,3,9,2014,461
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0915 - 0930,AM peak (07:00-10:00),Southbound,10,2,12,2014,462
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0930 - 0945,AM peak (07:00-10:00),Southbound,9,0,9,2014,463
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,0945 - 1000,AM peak (07:00-10:00),Southbound,11,0,11,2014,464
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1000 - 1015,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,465
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1015 - 1030,Inter-peak (10:00-16:00),Southbound,3,0,3,2014,466
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1030 - 1045,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,467
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1045 - 1100,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,468
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1100 - 1115,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,469
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1115 - 1130,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,470
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Rain,1130 - 1145,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,471
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1145 - 1200,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,472
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Wet,1200 - 1215,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,473
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1215 - 1230,Inter-peak (10:00-16:00),Southbound,5,0,5,2014,474
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1230 - 1245,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,475
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1245 - 1300,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,476
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1300 - 1315,Inter-peak (10:00-16:00),Southbound,6,0,6,2014,477
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1315 - 1330,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,478
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1330 - 1345,Inter-peak (10:00-16:00),Southbound,6,0,6,2014,479
2014 Q1 (January-March),Southwark Bridge Road,23 1 2014 12:00:00 AM,Dry,1345 - 1400,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,480
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1400 - 1415,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,481
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1415 - 1430,Inter-peak (10:00-16:00),Southbound,7,0,7,2014,482
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1430 - 1445,Inter-peak (10:00-16:00),Southbound,7,0,7,2014,483
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1445 - 1500,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,484
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1500 - 1515,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,485
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1515 - 1530,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,486
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1530 - 1545,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,487
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1545 - 1600,Inter-peak (10:00-16:00),Southbound,9,0,9,2014,488
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Rain,1600 - 1615,PM peak (16:00-19:00),Southbound,7,0,7,2014,489
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1615 - 1630,PM peak (16:00-19:00),Southbound,12,0,12,2014,490
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1630 - 1645,PM peak (16:00-19:00),Southbound,6,0,6,2014,491
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1645 - 1700,PM peak (16:00-19:00),Southbound,19,2,21,2014,492
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1700 - 1715,PM peak (16:00-19:00),Southbound,15,2,17,2014,493
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Wet,1715 - 1730,PM peak (16:00-19:00),Southbound,49,2,51,2014,494
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1730 - 1745,PM peak (16:00-19:00),Southbound,70,1,71,2014,495
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1745 - 1800,PM peak (16:00-19:00),Southbound,79,4,83,2014,496
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1800 - 1815,PM peak (16:00-19:00),Southbound,102,1,103,2014,497
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1815 - 1830,PM peak (16:00-19:00),Southbound,84,7,91,2014,498
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1830 - 1845,PM peak (16:00-19:00),Southbound,91,4,95,2014,499
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1845 - 1900,PM peak (16:00-19:00),Southbound,77,2,79,2014,500
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1900 - 1915,Evening (19:00-22:00),Southbound,58,1,59,2014,501
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1915 - 1930,Evening (19:00-22:00),Southbound,49,2,51,2014,502
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1930 - 1945,Evening (19:00-22:00),Southbound,33,1,34,2014,503
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,1945 - 2000,Evening (19:00-22:00),Southbound,29,1,30,2014,504
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2000 - 2015,Evening (19:00-22:00),Southbound,19,2,21,2014,505
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2015 - 2030,Evening (19:00-22:00),Southbound,16,0,16,2014,506
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2030 - 2045,Evening (19:00-22:00),Southbound,11,0,11,2014,507
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2045 - 2100,Evening (19:00-22:00),Southbound,7,0,7,2014,508
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2100 - 2115,Evening (19:00-22:00),Southbound,8,1,9,2014,509
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2115 - 2130,Evening (19:00-22:00),Southbound,12,1,13,2014,510
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2130 - 2145,Evening (19:00-22:00),Southbound,4,1,5,2014,511
2014 Q1 (January-March),Southwark Bridge Road,27 1 2014 12:00:00 AM,Dry,2145 - 2200,Evening (19:00-22:00),Southbound,5,1,6,2014,512
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0600 - 0615,Early Morning (06:00-07:00),Eastbound,4,0,4,2014,513
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0615 - 0630,Early Morning (06:00-07:00),Eastbound,7,2,9,2014,514
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0630 - 0645,Early Morning (06:00-07:00),Eastbound,8,0,8,2014,515
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0645 - 0700,Early Morning (06:00-07:00),Eastbound,7,0,7,2014,516
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0700 - 0715,AM peak (07:00-10:00),Eastbound,14,0,14,2014,517
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0715 - 0730,AM peak (07:00-10:00),Eastbound,15,4,19,2014,518
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0730 - 0745,AM peak (07:00-10:00),Eastbound,29,1,30,2014,519
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0745 - 0800,AM peak (07:00-10:00),Eastbound,30,3,33,2014,520
2014 Q1 (January-March),Tooley Street,28 1 2014 12:00:00 AM,Dry,0800 - 0815,AM peak (07:00-10:00),Eastbound,39,3,42,2014,521
